user_id,post_date,post_url,post_title
หม่อมสายเทรด,07/22/2019 17:08:36,https://pantip.com/topic/39077501,คติของสายเทรด คือได้มาก ได้น้อยไม่สำคัญ ขอแค่ให้ได้กำไรก็เป็นพอ #หม่อมสายเทรด
สมาชิกหมายเลข 4457936,07/22/2019 17:02:25,https://pantip.com/topic/39077486,BEM ลง เพราะเรื่องราคาค่าโดยสาร 15 บาท จริงเหรอครับ หุ้น
สมาชิกหมายเลข 1711375,07/22/2019 16:52:18,https://pantip.com/topic/39077465,ตกลงในปีหน้าถ้าจะซื้อกองทุน เพื่อลดหย่อนภาษีปีหน้า นอกจาก RMF แล้ว ต้องซื้อกองทุนไหนแทน LTF ครับ
สมาชิกหมายเลข 3466999,07/22/2019 16:49:33,https://pantip.com/topic/39077457,SPRC จะมีปันผลรอบนี้มั้ยเครปปป
นอนเซนส์คุง,07/22/2019 16:48:18,https://pantip.com/topic/39077454,"ทวงถามเรื่องขอดูสัญญาเช่า, ใบสั่งจราจรฉบับเต็ม, และรายละเอียดของการหักเงินจากบัตรเครดิตจำนวน 1,500 บาทจาก AVIS ครับ"
Pralines,07/22/2019 16:47:21,https://pantip.com/topic/39077450,Block Trade และสงครามค่าธรรมเนียม วิกฤตใหม่ของตลาดหุ้นไทย ตอนที่ 1
GoldMind,07/22/2019 16:38:09,https://pantip.com/topic/39077423,กับดักในการเทรด Forex #3
สมาชิกหมายเลข 5168669,07/22/2019 16:19:09,https://pantip.com/topic/39077366,สั่งของรถ Toyota
สมาชิกหมายเลข 4808316,07/22/2019 16:17:53,https://pantip.com/topic/39077357,น่าจองซัก ล้านหุ้นไหมครับ  ถ้าไป สองบาทยี่สิบได้กำไร ล้านนึงเลย
สมาชิกหมายเลข 5341005,07/22/2019 16:17:51,https://pantip.com/topic/39077356,ktbมีข่าวอัลลัยพุ่งดีจัง
สมาชิกหมายเลข 5190212,07/22/2019 16:11:36,https://pantip.com/topic/39077341,ภัยคุกคาม e-commerce ไทย!!
สมาชิกหมายเลข 3551701,07/22/2019 16:10:34,https://pantip.com/topic/39077339,การใช้งานบัตรเครดิต และการจัดส่งบัตร SCB
Momentum-03,07/22/2019 16:06:03,https://pantip.com/topic/39077331,Banpu good.....😁
ผมไม่เคยเอาเปรียบใคร,07/22/2019 15:35:20,https://pantip.com/topic/39077253,เมื่อไหร่จะ 1200 ฮ่ะ...
puyaimawnaja,07/22/2019 15:34:40,https://pantip.com/topic/39077250,ดัชนี  Modern Trade ไตรมาส 2  “คงที่” การบริโภคยังไม่ขยายตัว
สมาชิกหมายเลข 5128327,07/22/2019 15:19:00,https://pantip.com/topic/39077208,ปิดบัตรเฟิสช้อย
สมาชิกหมายเลข 3465971,07/22/2019 15:17:22,https://pantip.com/topic/39077203,มี SMS แจ้งเตือน เงินเข้า-ออก ของธนาคาร ที่ไม่ได้ผูกไว้กับเบอร์
mag camper,07/22/2019 15:16:26,https://pantip.com/topic/39077200,เปิดรับสมัครสินค้าOTOPจังหวัดพระนครศรีอยุธยา
สมาชิกหมายเลข 1173646,07/22/2019 15:09:26,https://pantip.com/topic/39077177,เมลล์แปลกๆจากธนาคารกรุงเทพ
<เอก>,07/22/2019 15:05:43,https://pantip.com/topic/39077166,ระวัง IHL-W1 ใกล้หมดอายุ จ้าวลากครั้งสุดท้ายก่อนหมดอายุ
kanstk,07/22/2019 15:04:31,https://pantip.com/topic/39077159,เอาไงดีฮะ
olyChem,07/22/2019 14:56:48,https://pantip.com/topic/39077140,โดนเรียกเก็บภาษีจากร้าน Benlux duty free Paris
iMember,07/22/2019 14:54:19,https://pantip.com/topic/39077131,ระหว่างปัญหา “เศรษฐกิจ” vs “สังคม” vs “การศึกษา” อะไรคือปัญหาที่สำคัญที่สุดในประเทศไทย?
สมาชิกหมายเลข 5385910,07/22/2019 14:53:25,https://pantip.com/topic/39077124,ขายมาให้หมดเลย  ไอกองไก่อ่อน  แล้วกลับไปอยู่คอกตามเดิม  บ่อน จะได้เป็นบ่อนสักที
boatboat001,07/22/2019 14:47:50,https://pantip.com/topic/39077104,ใครหายใจแรง?
สมาชิกหมายเลข 4546316,07/22/2019 14:45:33,https://pantip.com/topic/39077095,Phol จะกลับมาเป็นหุ้นปันผลแล้วนะครับ
สมาชิกหมายเลข 5391444,07/22/2019 14:42:16,https://pantip.com/topic/39077090,Grabเป็นของมาเลเซียจริงๆหรอครับ
สมาชิกหมายเลข 5210332,07/22/2019 14:40:08,https://pantip.com/topic/39077083,สมัครบัตรเครดิต ผ่านแอพ scb easy
สมาชิกหมายเลข 5409403,07/22/2019 14:38:49,https://pantip.com/topic/39077079,หรั่งตกรถแล้วนะครับ เม่า Long อย่างหนัก เม่าจะลาก set เอง
Wolf_of_Walking_Street,07/22/2019 14:38:09,https://pantip.com/topic/39077077,ฮ่องกง เริ่มทวีความรุนแรง
สมาชิกหมายเลข 5413501,07/22/2019 14:37:20,https://pantip.com/topic/39077074,DSI เตือน รับจ้างกดไลก์ กดแชร์ กับบริษัท เอนเนอร์จี ดีดักชั่นหรือ Nice Review เสี่ยงต่อการทำผิดกฎหมาย
สมาชิกหมายเลข 4048893,07/22/2019 14:32:16,https://pantip.com/topic/39077063,ประมาณยอดกู้รีไฟแนนซ์บ้านธอส
สมาชิกหมายเลข 2235607,07/22/2019 14:23:18,https://pantip.com/topic/39077038,TKN แรงจัง มีเป้ามั้ย
สมาชิกหมายเลข 2561992,07/22/2019 14:11:32,https://pantip.com/topic/39077008,บัตรเครดิต
Demi-Angel,07/22/2019 14:10:35,https://pantip.com/topic/39077003,บริการห่วยๆ ของ AIS
สมาชิกหมายเลข 3607027,07/22/2019 14:08:52,https://pantip.com/topic/39076999,เพื่อนๆมีวิธีรับมือกับวิกฤตเศรษฐกิจปี 63 ยังไงกันบ้างคะ
สมาชิกหมายเลข 2420926,07/22/2019 14:05:14,https://pantip.com/topic/39076992,MINT วันนี้ไม่เห็นมีข่าวแจ้งอะไร ทำไมลงเยอะผิดปกติ
สมาชิกหมายเลข 4039387,07/22/2019 13:55:26,https://pantip.com/topic/39076968,สมัครบัตรเครดิต
สมาชิกหมายเลข 2822438,07/22/2019 13:44:30,https://pantip.com/topic/39076938,เรื่องผ่อนสินค้า thisshop
สมาชิกหมายเลข 1161154,07/22/2019 13:37:17,https://pantip.com/topic/39076922,ครม  ...จะมีนโยบายกระตุ้นกลุ่ม ที่อยู่อาศัยไหม
nuchanti,07/22/2019 13:25:00,https://pantip.com/topic/39076886,ทำไมบัตรเครดิตกรุงศรี ชำระเงินแล้ว ไม่อัพเดท
สมาชิกหมายเลข 970460,07/22/2019 13:22:33,https://pantip.com/topic/39076877,"""หุ้นจีน""  ถูก...จนน่าลงทุน แล้วหรือยัง?"
สมาชิกหมายเลข 5374902,07/22/2019 13:20:41,https://pantip.com/topic/39076869,ผมว่าเฮียเหลาเค้าแม่นนะครับ
สมาชิกหมายเลข 5250190,07/22/2019 13:20:37,https://pantip.com/topic/39076868,บ่ายเปิดมาจะเด้งขึ้นหรือเด้งลง
simfear,07/22/2019 13:14:20,https://pantip.com/topic/39076848,เป็นหนี้สินล้นพ้นตัว ถูกให้ออกจากงาน ไม่รู้จะทำยังไงกับชีวิตต่อไป
สมาชิกหมายเลข 4449634,07/22/2019 13:14:02,https://pantip.com/topic/39076847,หากต้องการยื่นภาษีแต่รายได้ไม่แน่นอนต้องทำยังไงคะ
สมาชิกหมายเลข 5384163,07/22/2019 13:13:23,https://pantip.com/topic/39076844,เพิ่มวงเงินบัตรเครดิตบัวหลวง
แม่น้องก้าวหน้า,07/22/2019 13:11:55,https://pantip.com/topic/39076840,รีไฟแนนซ์ธนาคารเดิม ได้ดอก 4.5 ฟรีค่าประกัน ไม่เสียค่าโอน จำนอง คุ้มไหม
สมาชิกหมายเลข 4077983,07/22/2019 13:05:35,https://pantip.com/topic/39076822,🄰🅄🅂🅃🅁🄰🄻🄸🄰 มหาอำนาจกลาง หากจะผงาดขึ้นมาเป็นมหาอำนาจบึ๊กบึ้มได้ไหม
มิกกี้แม้ว,07/22/2019 13:03:38,https://pantip.com/topic/39076818,เปิดบัญชีนิติบุคคลกับธนาคารอะไรดีคะ
สมาชิกหมายเลข 1161154,07/22/2019 12:59:15,https://pantip.com/topic/39076806,ORI  ลงแรงมากไปเกินเหตุ หรือเปล่า
สมาชิกหมายเลข 844643,07/22/2019 12:56:14,https://pantip.com/topic/39076797,สอบถามเรื่องกู้เงินสร้างบ้านค่ะ
olyChem,07/22/2019 12:52:53,https://pantip.com/topic/39076791,บัญชี Dream saving ของ TMB ไม่สามารถเปลี่ยนแปลงวันที่โอนเงินได้มีใครเจอปัญหานี้บ้างครับ
Otaku_Negi,07/22/2019 12:48:17,https://pantip.com/topic/39076777,แฟนเก่ายืมเงินไป 7 พันบาท แล้วไม่ยอมคืน ควรทำไงดี?
ถั่วจนท้อ,07/22/2019 12:46:27,https://pantip.com/topic/39076773,เจ้ามือเล่นแบบนี้ไม่ไหว
สมาชิกหมายเลข 5340734,07/22/2019 12:44:27,https://pantip.com/topic/39076767,ตั้งแต่ความเข้มงวดเรื่องประมง มาถึงค่าแรง400 วันนี้นึกขึ้นมาได้เรื่องการปิดที่พักอุทยาน รื้อถอนที่พัก ร้านค้า มีแต่ทำลาย
ต้องมีวินัย,07/22/2019 12:37:41,https://pantip.com/topic/39076750,วันนี้วันของ MC......
Blyk51,07/22/2019 12:36:26,https://pantip.com/topic/39076748,ค่าธรรมเนียม 100 ทำสมุดใหม่ กับ  ปิดบัญชีแล้วได้สมุดใหม่ ไม่เสียค่าธรรมเนียม
น้าแมว Spotter,07/22/2019 12:35:55,https://pantip.com/topic/39076746,มีใครใช้บัตร Be1st TPN Mastercard ซื้อของหรือชำระค่าบริการในเว็บไม่ได้บ้างครับ
สมาชิกหมายเลข 2905548,07/22/2019 12:30:50,https://pantip.com/topic/39076737,ผมทำการโอนเล่มรถสอบถามตอนแรกเขาบอกว่า 7 ถึง 15 วันทำการครับของโตโยต้าลิสซิ่งใครเคยเป็นเหมือนผมบ้าง????
สมาชิกหมายเลข 5048298,07/22/2019 12:30:36,https://pantip.com/topic/39076736,Tknเกิดอัลลัยขึ้นกินเหลาทุกวันเลย
Share to Trade,07/22/2019 12:30:14,https://pantip.com/topic/39076735,"SUPER ปลื้ม!กระแสตอบรับโรดโชว์ ""SUPEREIF"" ดี โชว์จุดเด่นผลตอบแทนสูง 7%ต่อปี - จ่อเข้าเทรด SET ส.ค.นี้"
สมาชิกหมายเลข 2720957,07/22/2019 12:28:36,https://pantip.com/topic/39076729,อยากยกเลิกประกันอุบัติเหตุ tmb เดือนละ340บาท ทำยังไงครับ
สมาชิกหมายเลข 3410327,07/22/2019 12:21:03,https://pantip.com/topic/39076714,มีใครจอง SUPEREIF บ้างแล้วคะ
สมาชิกหมายเลข 5416911,07/22/2019 12:18:25,https://pantip.com/topic/39076702,ค้างจ่ายงวดรถ2งวด
สมาชิกหมายเลข 4250130,07/22/2019 12:14:40,https://pantip.com/topic/39076688,Set  จะ  1800 มั้ย  กว่าจะถึง จะรอดชีวิตเหลือกี่คน  แล้ว  bem   bts  ละ วันนั้น จากข่าวเอาำงต่อ..ๆๆ
หิมะ,07/22/2019 12:11:49,https://pantip.com/topic/39076681,บลจ. แต่ละอันต่างกันยังไงครับ
Offynunny,07/22/2019 12:06:49,https://pantip.com/topic/39076671,krungthaitravel cardรูดที่เครื่องเติมน้ำมันที่ญี่ปุ่นแล้วไม่ตัดยอดค่ะ
สมาชิกหมายเลข 1172108,07/22/2019 12:02:12,https://pantip.com/topic/39076661,ระบการสื่อสารขัดข้อง หักตังลูกค้าจากบัญชี แต่ไม่มีเงินออกจากตู้ ATM ธนาคารกรุงเทพ
<เอก>,07/22/2019 11:59:38,https://pantip.com/topic/39076652,หุ้นราคาต่ำกว่าปกติ
สมาชิกหมายเลข 2468411,07/22/2019 11:48:06,https://pantip.com/topic/39076623,บัตรเครดิต Citi Cash Back สามารถผ่อนสินค้า ได้ไหมครับ หรือใช้กดเงินสดได้อย่างเดียวครับ
สมาชิกหมายเลข 4447407,07/22/2019 11:40:45,https://pantip.com/topic/39076596,เปิดบัญชีธนาคารไหนดี??
สมาชิกหมายเลข 3721517,07/22/2019 11:40:45,https://pantip.com/topic/39076595,ว่าด้วย... บัญชีเงินฝากออมทรัพย์ ดิจิทัล CIMB Thai
สมาชิกหมายเลข 5281043,07/22/2019 11:37:47,https://pantip.com/topic/39076589,วันนี้ ผู้หญิงจะไปประชุมผู้ถือหุ้น BTS จะมีหูฉลาม พระกระโดดกำแพงต้อนรับไหมคะ...?
สมาชิกหมายเลข 5294601,07/22/2019 11:35:16,https://pantip.com/topic/39076580,ขายที่ดินมาโปะบ้านเลย หรือว่าเก็บไว้ก่อนดีกว่าครับ?
scp1234,07/22/2019 11:35:06,https://pantip.com/topic/39076579,ได้รับ email มาจาก BualuangmBanking@bangkokbank.com แปลว่าธ.กรุงเทพถูก hack email หรือเปล่าครับ
สมาชิกหมายเลข 5395067,07/22/2019 11:32:04,https://pantip.com/topic/39076569,ตัวอย่างบ้านของโครงการศุภาลัย ที่สุดของความเนี๊ยบ ขอบมุมคือ 90 องศาเป๊ะ บัวฝ้า ซิลิโคน
เม่าตั้งนะโมสามจบ,07/22/2019 11:31:47,https://pantip.com/topic/39076566,TRUE ไม่พูดเยอะเจ็บคอ
สมาชิกหมายเลข 5413999,07/22/2019 11:29:21,https://pantip.com/topic/39076561,ถ้าเปลี่ยนมาอิงสกุลเงินหยวนแทนดอลลาร์จะเป็นย่างไร
สมาชิกหมายเลข 4510105,07/22/2019 11:24:39,https://pantip.com/topic/39076542,เมื่อวันศุกร์...เสียท่า วันนี้กลับมา...ขอคืนครับ
สมาชิกหมายเลข 3434510,07/22/2019 11:22:23,https://pantip.com/topic/39076540,ทำไมบังคับประกันสังคม ควรจะบังคับทำประกัน(แบบเลือกเองไม่ดีกว่าหรอ)
สมาชิกหมายเลข 4224654,07/22/2019 11:20:37,https://pantip.com/topic/39076537,"เจอพิษเซลล์ความงาม เสียค่าโง่ไป 17,000 บาท"
สมาชิกหมายเลข 1519760,07/22/2019 11:17:39,https://pantip.com/topic/39076528,ขอสอบประสบการณ์จริงจากคนเริ่มจากศูนย์ ไม่มีคนซัพพอร์ต ตั้งตัวเองต้องเริ่มจากอะไรคะ? ต้องมีเงินเท่าไหร่
สมาชิกหมายเลข 5377537,07/22/2019 11:17:16,https://pantip.com/topic/39076527,บัตรอิออนทวงถี่มากๆๆ เราไม่มีจ่ายบอกให้ไปยืมมาจ่ายแล้วกดไปคืนเขา มันใช่เหรอ??
สมาชิกหมายเลข 1490173,07/22/2019 11:15:47,https://pantip.com/topic/39076523,อยากมีรถยนต์มือ2 ราคาไม่เกิน 3แสน
puyaimawnaja,07/22/2019 11:15:16,https://pantip.com/topic/39076522,“เอกชน-รัฐ”ต้องร่วมมือ แก้ปัญหา-กระตุ้นเศรษฐกิจ
puyaimawnaja,07/22/2019 11:13:04,https://pantip.com/topic/39076518,“หอการค้า”แนะทีมศก. ต้องทำงานทิศทางเดียวกัน
สมาชิกหมายเลข 5300732,07/22/2019 11:10:07,https://pantip.com/topic/39076509,"เล่นปั่นแปะ  กันอยู่รึไง  ได้เสียเท่า ""ขน""   เล่นให้มันเร้าใจหน่อย"
สมาชิกหมายเลข 5368942,07/22/2019 11:08:29,https://pantip.com/topic/39076505,Mcมีข่าวอะไรดีครับ ราคาขึ้น
สมาชิกหมายเลข 5398394,07/22/2019 11:05:53,https://pantip.com/topic/39076500,ระคังฟั่มแล้ว หรั่งขายนะจ๊ะ ชาบูเทพด้ายเซียนเหลา
สมาชิกหมายเลข 5416802,07/22/2019 10:51:45,https://pantip.com/topic/39076469,เจ้าหน้าที่ SCB โทรมาสอบถามสีบัตรเครดิต ที่อยู่จัดส่ง แล้วเงียบหาย
สมาชิกหมายเลข 710133,07/22/2019 10:51:09,https://pantip.com/topic/39076468,คุณจะดำเนินการแบบไหนครับ
สมาชิกหมายเลข 5360240,07/22/2019 10:48:21,https://pantip.com/topic/39076461,บัตรATM สมุดบัญชีหาย ติดต่อแจ้งความ
inadv,07/22/2019 10:37:45,https://pantip.com/topic/39076426,Aot จะหลุด70หรือป่าว
สมาชิกหมายเลข 5396638,07/22/2019 10:32:57,https://pantip.com/topic/39076415,หรั่งขาย หรั่ง short TFEX แล้วนะครับ หรั่งกังวลอะไร
สมาชิกหมายเลข 4788743,07/22/2019 10:31:47,https://pantip.com/topic/39076412,อยากรีไฟแนนซ์รถแบบเปลี่ยนชื่อทำได้ไหม???
สมาชิกหมายเลข 5250190,07/22/2019 10:30:16,https://pantip.com/topic/39076405,เขี่ยคืออะไรเหรอครับ
เซียนเหลาเทรดเฟค,07/22/2019 10:30:11,https://pantip.com/topic/39076404,ระคังฟั่มนรกลูกนี้ ยากจาต้านทานน่ะนะ.....
ทีอู่มัก,07/22/2019 10:26:00,https://pantip.com/topic/39076394,Bankใหญ่ BBL KBANK ผลัดกันnew low เขากำลังบอกอะไรเราเหรอครับ
Wolf_of_Walking_Street,07/22/2019 10:22:50,https://pantip.com/topic/39076390,เห็นกราฟแบบนี้แล้ว
สมาชิกหมายเลข 1959788,07/22/2019 10:19:14,https://pantip.com/topic/39076381,กสิกร ยังทำบัตรเดบิตลายการ์ตูนได้อยู่ไหมครับ
ปางสมาธิ,07/22/2019 10:11:02,https://pantip.com/topic/39076362,!!!.... คุย สบายๆ ....... ตามประสาพี่ๆน้องๆ ..... สายกราฟ ....... อย่าเทรด สวน เทรนด์ ....!!!
สมาชิกหมายเลข 5386024,07/22/2019 10:10:31,https://pantip.com/topic/39076360,SGF มีข่าวดีอะไรไหม
สมาชิกหมายเลข 5250190,07/22/2019 09:48:53,https://pantip.com/topic/39076309,อ้าวลืมดูยอด หรั่งขายล้าว...?
สมาชิกหมายเลข 5237025,07/22/2019 09:46:46,https://pantip.com/topic/39076302,วันนี้น่าจะบวกสัก 20 ไม่พอก็น่าจะบวกสัก 30 สัปดาห์นี้รัฐบาลจะแถลงนโยบายแล้วนะ รู้ยังครับ
สมาชิกหมายเลข 3124774,07/22/2019 09:43:37,https://pantip.com/topic/39076297,การขายหุ้นหรือกองทุน เพื่อเอากำไรออกมาวิธีอย่างไรครับ(แม่ยายอยากขายยยย)
สมาชิกหมายเลข 2559027,07/22/2019 09:41:21,https://pantip.com/topic/39076289,หุ้น BIG บวกยาวๆ
สมาชิกหมายเลข 5250190,07/22/2019 09:41:18,https://pantip.com/topic/39076287,เปิดแดงปิด...?
