"มีทั้งแบบให้แปลง เยน เป็น บาทเลย แล้วตัดบัตรเป็น บาท วิธีนี้ จะรู้เลยว่าถูกตัดบัตรเท่าไร
อีกแบบคือ ให้ตัดบัตรเป็น เยน แล้วบัตรจะแปลง เยน เป็น บาท อีกที เราจะรู้เมื่อยอดขึ้นมาใน statement

เราจะใช้บัตร Ktc travel card แล้วแลกเงินใส่บัตรตามยอดที่ซื้อ แล้วให้ PayPal ตัดเงินในสกุลนั้นเลย",1,,,,,,,,,,,,,,,,,,,,,,,,,
"ขึ้นค่าแรงไปทำไมเพราะเงินที่ได้ไปก็ต้องไปจ่ายข้าวของที่แพงขึ้น
1. ขอถามเงินค่าแรงที่เพิ่มขึ้นมาจะพอใช้จ่ายข้าวของที่ขึ้นราคาตามมาไหมครับ
ไม่พอ กับแย่ลงเพราะข้าวของขึ้นราคาทุกอย่าง
พอ มีเหลือเก็บมากกว่าเดิม ข้าวของขึ้นน้อยมาก
ตอบโพล ดูผลโพล",-1,,,,,,,,,,,,,,,,,,,,,,,,,
คนกินเงินเดือนโดนไปด้วยนะครับ เงินเดือนเท่าเดิม ต้องซื้อของแพงขึ้น เท่ากับ เงินเดือนที่ได้ค่าลดลง,-1,,,,,,,,,,,,,,,,,,,,,,,,,
เงินเฟ้อเพิ่มน้อย แต่พวกแม่ค้าพ่อค้าเพิ่มราคาอาหารซะสูงลิบ,-1,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,
"ถ้าควบคุมราคา ข้าวของเครื่องใช้ ได้ จะเป็นประโยชน์
แต่ถ้าควบคุมราคา ข้าวของเครื่องใช้ ไม่ได้ คนจะอยู่ลำบากขึ้น

จากที่ผ่านๆ มา มักจะเป็นข้อหลัง",-1,,,,,,,,,,,,,,,,,,,,,,,,,
แก้ไขข้อความเมื่อ 19 กรกฎาคม เวลา 11:10 น.,0,,,,,,,,,,,,,,,,,,,,,,,,,
"เหรียญมีสองด้าน  มีคนได้ประโยชน์ ก็ต้องมีคนเสียประโยชน์
คนไปเลือกตั้งเขามา เพื่อนโยบายอันนี้ ถ้าไม่ทำ คนที่ไปกา คงไม่ยอมเหมือนกัน",undefined,,,,,,,,,,,,,,,,,,,,,,,,,
เงินเดือนคุณก็ไม่ควรได้ขึ้นนะ ทุกคนรับเงินเท่าเดิมตลอดไป จะได้ไม่ทีเงินเฟ้อ เครปะ,-1,,,,,,,,,,,,,,,,,,,,,,,,,
"เห็นโปรนี้ในแอป ปกติมีบัตรนิสิตที่กดเงินได้ของ scb อยุ่
เลยอยากรู้ว้า การจะเปลี่ยนสามารถทำผ่านแอปได้เลยหรือเปล่า
เห็นบอกว่า ต้องได้รับเรียนเชิญ แล้วจะรู้ได้ไงว่าถูกเชิญ ??",1,,,,,,,,,,,,,,,,,,,,,,,,,
"เรียน คุณสมาชิกหมายเลข 4560058

สำหรับการเปลี่ยนแปลงประเภทบัตรเดบิต จะต้องเป็นลูกค้าที่ท่านต้องการได้รับการเรียนเชิญค่ะ อย่างไรธนาคารใคร่ขอเรียนทราบชื่อ-สกุล เบอร์โทรศัพท์มือถือ ผ่านช่องทางหลังไมค์ เพื่อประสานงานเจ้าหน้าที่ตรวจสอบข้อมูลให้ท่านโดยตรงคะ

#SCBยินดีดูแลค่ะ",1,,,,,,,,,,,,,,,,,,,,,,,,,
สามารถตรวจสอบให้ผมด้วยได้ไหมครับๆ ว่าผมได้ถูกเชิญหรือเปล่าครับ ขอบคุณครับ ^^,1,,,,,,,,,,,,,,,,,,,,,,,,,
"เรียน สมาชิกหมายเลข784277

หากสะดวก สามารถแจ้งชื่อ-สกุล พร้อมหมายเลขโทรศัพทื สามารถแจ้งผ่านหลังไมค์เพื่อประสานงานเจ้าหน้าที่ตรวจสอบเพิ่มเติมให้ค่ะ

#SCB ขอโอกาสดูแลก่อนนะคะ
#ช่วงนี้เริ่มเข้าฤดูฝนแล้วดูแลรักษาสุขภาพด้วยนะคะ",1,,,,,,,,,,,,,,,,,,,,,,,,,
แจ้งข้อมูลเรียบร้อยแล้วครับผม ^^,1,,,,,,,,,,,,,,,,,,,,,,,,,
เปลี่ยนแล้วไม่ได้ค่าธรรมเนียม 100 บาท คืนค่ะ,-1,,,,,,,,,,,,,,,,,,,,,,,,,
ล่อซื้อ หรือ จริง เห็นเชียร์กันจังตอนนี้,-1,,,,,,,,,,,,,,,,,,,,,,,,,
ราคานี้  กล้าเข้า ก็ลองเลย,1,,,,,,,,,,,,,,,,,,,,,,,,,
ถ้าคุม RRดีก็พอเข้าได้อยู่,1,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,
"...

[Spoil] คลิกเพื่อดูข้อความที่ซ่อนไว้",0,,,,,,,,,,,,,,,,,,,,,,,,,
"มีแต่พวกเม่าชั้นใต้ถุนที่เอาเพชรไปเปรียบกับก้อนกรวด
[Spoil] คลิกเพื่อดูข้อความที่ซ่อนไว้",-1,,,,,,,,,,,,,,,,,,,,,,,,,
ทำไม่ไม่เอาไปเที่ยบกับ KTC BTS AOT หรือ  BEM หละครับ ขอความรู้หน่อย,1,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,
ยังจะกลับมามั้ยนะ,-1,,,,,,,,,,,,,,,,,,,,,,,,,
ราคานี้เจ้าต้องทยอยหาทางลงแล้ว จะดันได้อีกสักกี่น้ำ,-1,,,,,,,,,,,,,,,,,,,,,,,,,
รอต่ำ 80 แล้วค่อยคุยกัน,1,,,,,,,,,,,,,,,,,,,,,,,,,
"ประสบการณ์ที่เคยติดอยู่ 129.5 นะครับ ตอนนี้อย่าซื้อเลย ถ้าจะเก็งกำไร 125.5ถึง126.5 ค่อยซื้อครับ เพราะราคาส่วนใหญ่อยู่ที่127-128.5 ครับ
และยังไม่มีท่าทีขึ้น 129.5 แบบนานๆเลยครับ ถ้าหวังกำไรไม่มากก็เอาเลยครับ จันทร์นี้ถ้าตกมา 125.5-126
แก้ไขข้อความเมื่อ 20 กรกฎาคม เวลา 21:48 น.",1,,,,,,,,,,,,,,,,,,,,,,,,,
"trc จองซื้อหุ้นใหม่ถึง 22/7/2562 ราคาหุ้นละ 0.125 บาท

ในกรณีไม่คิดที่จะจองซื้อหุ้นใหม่ ไม่ต้องการนำเงินใหม่เข้ามาอีก ณ ราคาในกระดานขณะนี้ 10:25 ที่ 0.15 บาท ขายแล้วนำเงินไปจองซื้อหุ้นใหม่ก็จะได้ส่วนต่าง 0.15 - 0.125 = 0.025 บาทต่อหุ้น เช่น มี 1,800,000 trc ได้สิทธิ ซื้อหุ้นใหม่ 1,000,000 trc มีทางเลือก

(๑) ขายหุ้นใหม่พอร์ต 1,000,000 trc แล้วไปจองตามสิทธิ 1,000,000 trc จะได้ส่วนต่าง 1,000,000*0.025 = 2,500.00 บาท ไปลดต้นทุน
     หุ้นในพอร์ต ต้องทำความเข้าใจ หุ้นใหม่พอร์ตจะเหลือ 800,000 trc ส่วนจองซื้อหุ้นใหม่ 1,000,000 trc จะเข้าพอร์ตอย่างเร็วกลางเดือนหน้า
     สิงหาคม 2562; หรือ

(๒) ขายหุ้นในพอร์ต 1,800,000 trc เต็มจำนวนที่ 0.25 จะได้เงิน 450,000 บาท ไปจองซื้อหุ้นใหม่

      ก. ตามสิทธิ 1,000,000 trc @ 0.25 = 250,000.00 บาท; และ
      ข. เหลือเงิน 450,000 - 250,000 = 200,000 บาท นำไปจองเกินสิทธิหุ้นละ 0.125 = 1,600,000 trc
          แต่ต้องทำความเข้าใจ ในการจองเกินสิทธิจะได้รับจัดสรร

          (i) ในกรณีจำนวนสละสิทธิ น้อยกว่า จำนวนจองเกิสิทธิ จะได้จัดสรรตามสัดส่วนของสิทธิ นั้นหมายถึง
               จะเป็นเท่าไรก็ได้; หรือ

         (ii) ในกรณีจำนวนสละสิทธื มากกว่า จำนวนจองเกินสิทธิ จะได้รับจัดสรรที่จองและจ่ายค่าหุ้นได้เต็มจำนวนที่จองเกินสิทธิ
               หมายถึงจะได้รับ 1,600,000 trc เต็มจำนวน

ถ้าผมมี trc และ ได้สิทธิซื้อหุ้นใหม่ อย่างน้อยผมจะเลือก ข้อ (๑) โดยจะได้ส่วนต่าง และ มีจำนวนหุ้นคืนเต็มจำนวน ส่วน ข้อ (๒) ถ้าผมไม่สามารถรับความเสี่ยงว่าจะได้ส่วนจองเกินสิทธิเท่าไร ผมไม่ทำครับ

ด้วยความปรารถนาดี",1,,,,,,,,,,,,,,,,,,,,,,,,,
ผมละกลัวเปิดงบไตรมาส 2 ออกมาหงายหลังเงิบ พฤฒติกรรมเร่งรีบทำอะไรก่อนงบออกนี่น่าเป็นห่วงจริงๆ ครับคุณ luck me ใครจำ demco ได้บ้าง ตั้งสำรองฐานกังหันลมที่ต้องรับผิดชอบซ่อม ยาวต่อเนื่องมาไม่รู้จักกี่รอบ ไม่จบไม่สิ้น ผบห. ชอบพูดความจริงไม่หมดครับ,-1,,,,,,,,,,,,,,,,,,,,,,,,,
"ประเด็นผมอยู่ที่มี trc อยู่ในมือและได้สิทธิซื้อหุ้นใหม่แล้ว จะด้วยสาเหตุๆผลใดๆก็ตาม จะไม่ขายหุ้นในพอร์ต แสดงว่าตัวเราเองยอมรับอะไรจะเกิดก็ต้องเกิด ถ้าไม่ใช้สิทธิซื้อหุ้นใหม่ตามความเห็นผม คุณก็จะไม่ได้อะไร ในกรณีมีความกลัวร้อยแปดพันประการ น่าจะขายหุ้นในพอร์ตให้หมด แล้ว ไม่ใช้สิทธิซื้อหุ้นใหม่เพิ่มทุน

ด้วยความปรารถนาดี",1,,,,,,,,,,,,,,,,,,,,,,,,,
ขอบคุณมากครับ,1,,,,,,,,,,,,,,,,,,,,,,,,,
"มีสมุดบัญชีอยู่เล่มนึงที่ขึ้นในแอพว่า not available โดยยังไม่ปิด แต่เล่มอื่นขึ้นได้ปกตินะคะ

แบบนี้ลบแล้วเพิ่มเข้าไปในแอพใหม่ จะหายมั๊ยคะ",1,,,,,,,,,,,,,,,,,,,,,,,,,
น่าจะต้องติดต่อธนาคาร   เดาเอาว่าบัญชีนั้นไม่มีการเคลื่อนไหวนาน  เลยทำอะไรไม่ได้   ต้องเอาสมุดบัญชีไปติดต่อธนาคารให้ปลดล็อกให้,1,,,,,,,,,,,,,,,,,,,,,,,,,
Cr. https://m.th.investing.com/currencies/usd-thb,0,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,
ขายแล้วครับ,1,,,,,,,,,,,,,,,,,,,,,,,,,
อ่าว เลิกกังวลกันแล้วเหรอ,-1,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,
เจ้ากังวลว่าจะได้ของไม่ครบ ตอนนี้ได้เยอะละ ก็เลยคลายกังวล,1,,,,,,,,,,,,,,,,,,,,,,,,,
กังวลเหมือนเป็นไบโพล่าเลยนะคับ เด่วดีเด่วร้าย,-1,,,,,,,,,,,,,,,,,,,,,,,,,
คงลากทุบตรง 11.2 อีกรอบแล้วทิ้งอีกที,-1,,,,,,,,,,,,,,,,,,,,,,,,,
ถ้าซื้อตอนนี้ผลจะดีหรือไม่ดี ยังไงบ้างครับ,1,,,,,,,,,,,,,,,,,,,,,,,,,
google,1,,,,,,,,,,,,,,,,,,,,,,,,,
ลุกแล้วนะ...,1,,,,,,,,,,,,,,,,,,,,,,,,,
เต็มมูลค่าสุดๆ สละเรือ,1,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,
ดี   เรือจะได้ไม่หนัก  ,1,,,,,,,,,,,,,,,,,,,,,,,,,
รวย รวย รวย,1,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,
พี่ก้องขายหมู 55556,1,,,,,,,,,,,,,,,,,,,,,,,,,
,0,,,,,,,,,,,,,,,,,,,,,,,,,
"วันนี้กองน่าจะเก็บของมันจะหมดแล้ว เก็บของถูกจากเม่าคัตลอส
เม่าขาย SET เลยขึ้น",1,,,,,,,,,,,,,,,,,,,,,,,,,
"กองหวงแต่ของแพงที่ไม่มีใครอยากรับต่อ
เพื่อนเม่าระวังกันด้วยนะครับ",-1,,,,,,,,,,,,,,,,,,,,,,,,,
เก้าอี้ดนตรี ลุกทีหลังจ่ายรอบวงนะ,-1,,,,,,,,,,,,,,,,,,,,,,,,,
ถ้าเป็นคุณ แบบไหนดีกว่า บนพื้นฐานมีความรู้ทั้งสองด้าน แต่ให้เลือกทำย่างเดียว คุณเลือกแบบไหน เพราะอะไร,1,,,,,,,,,,,,,,,,,,,,,,,,,
หุ้รดีที่สุด ไปไกลที่สุด คล่องมากที่สุดครับ,1,,,,,,,,,,,,,,,,,,,,,,,,,
หุ้นปันผล,1,,,,,,,,,,,,,,,,,,,,,,,,,
"ถ้ามีความรู้และเชี่ยวชาญจริงๆ รวมถึงบริหารจัดการความเสี่ยงได้เก่ง (ย้ำประโยคนี้อีก 3 รอบ)
ผมจะเลือกทรัพย์สินที่มีโอกาสให้ผลตอบแทนสูงที่สุดครับ
ถ้าจากโจทย์พี่ จขกท ก็คือ หุ้นเติบโต",1,,,,,,,,,,,,,,,,,,,,,,,,,
ที่ิดิน,1,,,,,,,,,,,,,,,,,,,,,,,,,
หลอกให้มารับเพราะเจ้ารับมาเต็มมือ แต่ขายไม่ออก ก่อนถูกขังยาวหมื่นๆปี,-1,,,,,,,,,,,,,,,,,,,,,,,,,
"ขอให้เข้าใจตรงกัน ifec กลับมาซื้อขายชั่วคราวถึง 31/7/2562 หลังจากนั้นต้องกลับเข้าคุกต่อ จน สามารถส่งงบการเงินครบทุกๆไตรมาส : ไม่ได้ส่งงบตั้งแต่ 1/2560 ถึง ปัจจุบัน"" น่าจะมาจากมีอะไรไม่ชอบในบริษัทมีปัญหากับงบการเงิน จากข่าวสารที่เรารู้ๆกัน น่าจะออกมาขาดทุน ถ้าในปี 2560 & 2561 ขาดทุนในอัตราส่วนเดียวกันกับ 2559 ที่ -1",886.07 ล้านบาท จะทำให้ส่วนผู้ถือหุ้น 2,"020.24 ล้านบาทสิ้นสุด 31/12/2559 ไม่เพียงที่จะรองรับถึงทำให้ ""ส่วนผู้ถือหุ้น"" ติดลบ ยิ่งจะยืดเยื้อ ifec ไม่ส่งงบต่อ",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
ifec จะกลับมาซื้อขายได้,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
(๑) ต้องส่งงบครบทุกๆใครมาส; และ,,,,,,,,,,,,,,,,,,,,,,,,,,
(๒) ผลประกอบการไตรมาสค้างๆตั้งแต่ 1/2560 เป็นต้นมา : ต้องขาดทุน <2,020.24 ล้านบาท; และ,,,,,,,,,,,,,,,,,,,,,,,,,
(๓) ส่วนผู้ถือหุ้นไม่ติดลบ,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
เพียงแต่คิดในใจจะเล่น ifec ต้องถามตัวเองต้องการอะไร นึกถึงความเป็นไปได้ อย่าไปเชื่อข่าวลมๆแล้งๆจะทำให้เราติดกับข่าวลวง,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
"ด้วยความปรารถนาดี""",-1,,,,,,,,,,,,,,,,,,,,,,,,,
"อยากแทง s50 แบบ run trend ยาวหน่อยแต่เงินไม่พอจะเล่น tfex 
พอไปแทง s50 dw ก็โดน tine decay กินหมด เฮ้อ",-1,,,,,,,,,,,,,,,,,,,,,,,,,
Options พอได้ไหม?,1,,,,,,,,,,,,,,,,,,,,,,,,,
มีTime decay,1,,,,,,,,,,,,,,,,,,,,,,,,,
แนะนำ ออฟชั่น อีก 1 เสียง,1,,,,,,,,,,,,,,,,,,,,,,,,,
เล่นยังไงครับ พออธิบายคร่าวๆ ได้ไหม,1,,,,,,,,,,,,,,,,,,,,,,,,,
Binary option เล่นได้ 24 ชั่วโมง,1,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.youtube.com/playlist?list=PLnjCDI_fDlL1wyN3Bt6MhYHppExqiA30n,0,,,,,,,,,,,,,,,,,,,,,,,,,
"หาค่ายที่time decayลงน้อยๆดิ
เมื่อก่อนผมเคยเล่นค่าย06 time decayน้อย [แต่อัตราทดก็น้อยตามด้วย]เดี๋ยวนี้ไม่แน่ใจมีค่ายอื่นที่เป็นทางเลือกดีกว่าค่ายนี้ป่าว เทรดแต่ฟิวเจอร์ไม่ได้เล่นdwมา5ปีแล้ว",0,,,,,,,,,,,,,,,,,,,,,,,,,
คิดเหมือนกัน  ผมไปด้วย  นะ ถ้าเจอ,1,,,,,,,,,,,,,,,,,,,,,,,,,
100 หุ้น,1,,,,,,,,,,,,,,,,,,,,,,,,,
GOOD!!!,1,,,,,,,,,,,,,,,,,,,,,,,,,
รวยๆๆๆๆ กว่านี้ไม่มีอีกแล้ว,1,,,,,,,,,,,,,,,,,,,,,,,,,
มีอะไรกับ MALEE หรือเปล่า,1,,,,,,,,,,,,,,,,,,,,,,,,,
หนู MALEE ชอบกิน ZEN,1,,,,,,,,,,,,,,,,,,,,,,,,,
"หึหึหึ 55555555555555555555555555555555555555555555555555555555555 กร๊าาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาาากกกกกกกกกกกกกกกกกกกกกกกกกกกกกๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆๆ...

เง่าหรั่ง ทำได้แค่พายุงตาหลาดน่ะนะ....

ลากมาล้าว มะมีใครตาม ก๊ะต้องยืนขายลาว่าร้อน ณ ตี้ราบสูงบนดอยดอย....

รอเง่ารอบใหม่มารับไป๊...

ป.ล. มะวานบอกอีกามา นี่ลากซะกาบินหนีเล่อะ.....

เอาตี้เอ็งซำบายจัยเฟ้ย มะใช่เงินป๋ม... มะเดือดร้อนน่ะนะ.....

ก้อดเต้านั้ล.... ซำบายๆๆ",-1,,,,,,,,,,,,,,,,,,,,,,,,,
"หมดตรูดยัง? ผิดทางทุกวันเลยนิเลยเรา?
ไปเปลี่ยนชื่อเลยนะ จากคำว่าเซียนนำหน้า
เป็นขี้กรากนำหน้านะ ไอ้ขี้กราก5555555",-1,,,,,,,,,,,,,,,,,,,,,,,,,
"เต่าแง = ถั่วงอก

บี่เจ็ง = ผงชูรส",1,,,,,,,,,,,,,,,,,,,,,,,,,
ก๊ะเด๋วขอคิดก่อน ว่าจามู้อัลลัย...,1,,,,,,,,,,,,,,,,,,,,,,,,,
วันนี้เฮียจะ 4มู้ไหมฮะ😁,1,,,,,,,,,,,,,,,,,,,,,,,,,
กากินแล้ว บินหนี บาปได้แก่ผู้ตี โทษครั้งนี้ บ่ เป็นคุณ.,-1,,,,,,,,,,,,,,,,,,,,,,,,,
มันต้องมีเหตุผลสิ.  ที่เค้าออกมาอ่ะ,1,,,,,,,,,,,,,,,,,,,,,,,,,
"เจ้าตอนนี้ ลดปอด กันเงียบเชียบ เล่อะ...

BigBoss กาซิบมาว่างั้ลลล...น่ะนะ",1,,,,,,,,,,,,,,,,,,,,,,,,,
เม่าไม่มีหุ้นจะขายแล้วรอเจ้าใจดีเอาหุ้นมาแจกใหม่,1,,,,,,,,,,,,,,,,,,,,,,,,,
